word,score,scaled_score
chess,6811,0.6123348017621145
chest,3587,0.32248494111300907
cheth,3610,0.32455272858041895
chevy,3798,0.34145464353142135
chews,6424,0.5775420300278702
chewy,3771,0.339027240852288
chiao,3972,0.35709790524139173
chias,7534,0.6773352512811291
chibs,6703,0.6026251910455812
chica,3596,0.32329407533938687
chich,3284,0.2952440888249573
chick,3174,0.28535467050256225
chico,3305,0.29713206868650544
chics,6867,0.617369414726243
chide,4501,0.4046570169918188
chief,4916,0.4419670952081273
chiel,5309,0.47729928975995684
chiks,6961,0.6258203722017441
child,4104,0.36896520722826576
chile,4801,0.43162815787107794
chili,3562,0.32023734603973747
chill,3757,0.33776858761125594
chimb,2972,0.26719410231052776
chime,4432,0.39845365458958915
chimo,3301,0.296772453474782
chimp,3060,0.27510563696844376
china,3976,0.3574575204531152
chine,4816,0.4329767149150409
ching,3440,0.3092690820821721
chino,3685,0.33129551380023375
chins,7247,0.6515328598399712
chips,6879,0.6184482603614133
chirk,3484,0.3132248494111301
chirl,3702,0.33282387845005845
chirm,3409,0.3064820641913153
chiro,3615,0.3250022475950733
chirp,3374,0.30333543108873506
chirr,3900,0.3506248314303695
chirt,3953,0.3553897329857053
chiru,3294,0.2961431268542659
chits,7358,0.6615121819652972
chive,4185,0.37624741526566574
chivs,6616,0.5948035601905961
chivy,3963,0.35628877101501394
chizz,2669,0.23995325002247594
chock,3116,0.28014024993257214
choco,3247,0.2919176481165153
chocs,6809,0.6121549941562529
chode,4443,0.39944259642182867
chogs,6825,0.6135934550031467
choil,3808,0.34235368156073004
choir,4006,0.3601546345410411
choke,4472,0.4020498067068237
choko,3341,0.30036860559201656
choky,4250,0.3820911624561719
chola,3903,0.3508945428391621
choli,3504,0.31502292546974736
cholo,3612,0.3247325361862807
chomp,3002,0.26989121639845365
chons,7189,0.6463184392699811
choof,3231,0.2904791872696215
chook,3406,0.3062123527825227
choom,3331,0.29946956756270793
choon,3679,0.3307560909826486
chops,6821,0.6132338397914232
chord,3991,0.3588060774970781
chore,4688,0.42146902813989034
chose,4487,0.40339836375078664
chota,4029,0.36222242200845095
chott,4076,0.36644790074620154
chout,3580,0.32185561449249306
choux,2924,0.2628787197698463
chowk,2838,0.25514699271779195
chows,6531,0.5871617369414727
chubs,6322,0.568371842128922
chuck,2793,0.2511013215859031
chufa,3042,0.2734873685156882
chuff,2445,0.21981479816596242
chugs,6502,0.5845545266564776
chump,2679,0.2408522880517846
chums,6482,0.5827564505978603
chunk,3173,0.2852647666996314
churl,3321,0.29857052953339924
churn,3376,0.3035152386945968
churr,3519,0.31637148251371033
chuse,4164,0.3743594354041176
chute,4546,0.40870268812370764
chuts,6977,0.6272588330486379
chyle,3967,0.3566483862267374
chyme,3598,0.3234738829452486
chynd,3285,0.2953339926278882
cibol,3805,0.3420839701519374
cided,5835,0.5245886901015913
cider,5686,0.5111930234648926
cides,8963,0.8058077856693339
ciels,7903,0.710509754562618
cigar,4408,0.3962959633192484
ciggy,4381,0.39386856064011505
cilia,4707,0.4231772003955767
cills,7869,0.7074530252629686
cimar,4556,0.40960172615301627
cimex,5203,0.46776948664928525
cinch,4035,0.36276184482603613
cinct,4394,0.3950373100782163
cines,9535,0.857232760945788
cinqs,7214,0.6485660343432528
cions,8025,0.7214780185201835
cippi,3361,0.3021666816506338
circa,4582,0.41193922502921876
circs,7853,0.7060145644160748
cires,9770,0.8783601546345411
cirls,8218,0.7388294524858402
cirri,4493,0.4039377865683718
cisco,3625,0.3259012856243819
cissy,4643,0.4174233570080014
cists,7678,0.6902813989031736
cital,4463,0.4012406724804459
cited,6060,0.5448170457610357
citer,5911,0.531421379124337
cites,9188,0.8260361413287782
cives,8813,0.7923222152297043
civet,5589,0.5024723545805988
civic,3547,0.3188887889957745
civie,4939,0.4440348826755372
civil,3895,0.3501753124157152
civvy,3992,0.358895981300009
clach,3625,0.3259012856243819
clack,3515,0.3160118673019869
clade,4842,0.43531421379124335
clads,7273,0.6538703587161737
claes,9125,0.8203722017441337
clags,7224,0.6494650723725613
claim,3914,0.3518834846714016
clame,4773,0.4291108513890138
clamp,3401,0.3057628337678684
clams,7204,0.6476669963139441
clang,3781,0.3399262788815967
clank,3895,0.3501753124157152
clans,7588,0.6821900566393958
claps,7220,0.6491054571608379
clapt,3996,0.35925559651173244
claro,3956,0.35565944439449787
clart,4294,0.3860469297851299
clary,4865,0.43738200125865323
clash,3734,0.33570080014384607
clasp,3514,0.315921963499056
class,7317,0.6578261260451317
clast,4093,0.36797626539602624
clats,7699,0.6921693787647217
claut,3979,0.35772723186190775
clave,4526,0.4069046120650904
clavi,3287,0.2955138002337499
claws,6930,0.6230333543108874
clays,6910,0.6212352782522701
clean,4102,0.36878539962240403
clear,4245,0.3816416434415176
cleat,4298,0.38640654499685334
cleck,3162,0.2842758248673919
cleek,5079,0.45662141508585813
cleep,4969,0.4467319967634631
clefs,6682,0.6007372111840331
cleft,3458,0.3108873505349276
clegs,6871,0.6177290299379664
cleik,3636,0.32689022745662144
clems,6851,0.615930953879349
clepe,4436,0.3988132698013126
clept,3643,0.32751955407713745
clerk,3472,0.31214600377595975
cleve,4173,0.3751685696304954
clews,6577,0.5912973118762924
click,3327,0.2991099523509844
clied,5809,0.5222511912253889
clies,8937,0.8034702867931314
cliff,2979,0.26782342893104377
clift,3623,0.3257214780185202
climb,3125,0.28094938415894993
clime,4585,0.4122089364380113
cline,4969,0.4467319967634631
cling,3593,0.32302436393059425
clink,3707,0.33327339746471274
clint,4176,0.37543828103928795
clipe,4601,0.4136473972849051
clips,7032,0.6322035422098354
clipt,3808,0.34235368156073004
clits,7511,0.6752674638137193
cloak,3936,0.3538613683358806
cloam,3861,0.3471185831160658
clock,3269,0.2938955317809943
clods,7027,0.6317540231951811
cloff,2921,0.26260900836105366
clogs,6978,0.6273487368515688
cloke,4625,0.4158050885552459
clomb,3067,0.2757349635889598
clomp,3155,0.2836464982468758
clone,4911,0.441517576193473
clonk,3649,0.32805897689472263
clons,7342,0.6600737211184033
cloop,3449,0.31007821630854987
cloot,4028,0.3621325182055201
clops,6974,0.6269891216398453
close,4640,0.41715364559920887
clote,5022,0.4514968983187989
cloth,3870,0.3479277173424436
clots,7453,0.6700530432437292
cloud,3829,0.3442416614222782
clour,3680,0.3308459947855794
clous,6957,0.6254607569900207
clout,3733,0.33561089634091523
clove,4280,0.3847882765440978
clown,3264,0.29344601276634
clows,6684,0.6009170187898948
cloye,4233,0.3805627978063472
cloys,6664,0.5991189427312775
cloze,4251,0.38218106625910275
clubs,6475,0.5821271239773442
cluck,2946,0.26485660343432527
clued,5428,0.48799784230872967
clues,8556,0.7692169378764722
cluey,5903,0.53070214870089
clump,2832,0.2546075699002068
clung,3212,0.2887710150139351
clunk,3326,0.2990200485480536
clype,3767,0.3386676256405646
cnida,3462,0.31124696574665106
coach,5021,0.451406994515868
coact,5380,0.4836824597680482
coady,6016,0.5408612784320777
coala,5698,0.512271869100063
coals,8969,0.806347208486919
coaly,6316,0.5678324193113369
coapt,5392,0.48476130540321855
coarb,5023,0.45158680212172975
coast,5489,0.49348197428751234
coate,6664,0.5991189427312775
coati,5425,0.48772813089993705
coats,9095,0.8176750876562079
cobbs,7539,0.6777847702957835
cobby,4886,0.4392699811202014
cobia,4906,0.44106805717881864
coble,5637,0.5067877371212802
cobra,4742,0.42632383349815695
cobza,4152,0.37328058976894724
cocas,8428,0.7577092511013216
cocci,4091,0.3677964577901645
cocco,4199,0.3775060685066978
cocks,7855,0.7061943720219366
cocky,5202,0.4676795828463544
cocoa,4780,0.4297401780095298
cocos,8051,0.7238155173963858
codas,8426,0.7575294434954598
codec,5853,0.5262069585543468
coded,6548,0.5886901015912973
coden,6256,0.562438191135485
coder,6399,0.5752944349545985
codes,9676,0.8699091971590398
codex,5796,0.5210824417872876
codon,4629,0.41616470376696935
coeds,8316,0.7476400251730648
coffs,7374,0.662950642812191
cogie,5774,0.5191045581228086
cogon,4601,0.4136473972849051
cogue,5295,0.47604063651892475
cohab,4265,0.38343971950013483
cohen,5986,0.5381641643441517
cohoe,5348,0.4808055380742605
cohog,3972,0.35709790524139173
cohos,7779,0.6993616829991909
coifs,8243,0.7410770475591117
coign,5012,0.4505978602894902
coils,8781,0.7894452935359165
coins,8796,0.7907938505798795
coirs,8726,0.784500584374719
coits,8907,0.8007731727052054
coked,6426,0.5777218376337319
cokes,9554,0.8589409332014745
colas,8884,0.7987053852377956
colby,5400,0.48548053582666545
colds,8282,0.7445832958734154
coled,7006,0.629866043333633
coles,10134,0.9110851389013755
coley,7481,0.6725703497257934
colic,4868,0.43765171266744585
colin,5271,0.47388294524858404
colls,8582,0.7715544367526747
colly,5929,0.5330396475770925
colog,4700,0.4225478737750607
colon,5087,0.45734064550930503
color,5230,0.4701968893284186
colts,8708,0.7828823159219634
colza,4666,0.4194911444754113
comae,6115,0.5497617549222332
comal,5071,0.4559021846624112
comas,8546,0.7683178998471636
combe,5284,0.47505169468668523
combi,4045,0.36366088285534476
combo,4153,0.37337049357187807
combs,7715,0.6936078396116155
comby,5062,0.45509305043603343
comer,6519,0.5860828913063023
comes,9796,0.8806976535107435
comet,6572,0.590847792861638
comfy,5053,0.4542839162096557
comic,4530,0.40726422727681383
comix,4473,0.40213971050975456
comma,4604,0.41391710869369774
commo,4313,0.3877551020408163
comms,7875,0.7079924480805538
commy,5222,0.4694776589049717
compo,4329,0.3891935628877102
comps,7891,0.7094309089274476
compt,4667,0.4195810482783422
comte,5939,0.5339386856064011
comus,7874,0.7079025442776229
conch,4748,0.4268632563157422
condo,4834,0.43459498336779645
coned,7120,0.6401150768677515
cones,10248,0.921334172435494
coney,7595,0.6828193832599119
confs,8158,0.7334352243099883
conga,5076,0.4563517036770655
conge,5916,0.5318708981389912
congo,4785,0.43018969702418414
conia,5534,0.49752764541940125
conic,4982,0.44790074620156434
conin,5385,0.48413197878270253
conks,8425,0.757439539692529
conky,5772,0.5189247505169469
conne,6280,0.5645958824058258
conns,8711,0.7831520273307561
conte,6391,0.5745752045311516
conto,5260,0.4728940034163445
conus,8326,0.7485390632023735
convo,4518,0.4061853816416434
cooch,4775,0.4292906589948755
cooed,7147,0.6425424795468848
cooee,7844,0.7052054301896971
cooer,6998,0.6291468129101861
cooey,7622,0.6852467859390452
coofs,8185,0.7358626269891216
cooks,8452,0.7598669423716623
cooky,5799,0.5213521531960802
cools,8723,0.7842308729659264
cooly,6070,0.5457160837903443
coomb,4463,0.4012406724804459
cooms,8354,0.7510563696844377
coomy,5701,0.5125415805088556
coops,8370,0.7524948305313315
coopt,5146,0.46264496988222603
coost,5243,0.4713656387665198
coots,8849,0.7955587521352153
cooze,5647,0.5076867751505889
copal,4924,0.44268632563157423
copay,5746,0.5165872516407444
coped,6521,0.586262698912164
copen,6229,0.5600107884563517
coper,6372,0.5728670322754652
copes,9649,0.8674817944799065
coppy,5091,0.4577002607210285
copra,4771,0.42893104378315206
copse,5410,0.48637957385597413
copsy,5188,0.46642092960532233
coqui,3707,0.33327339746471274
coral,5758,0.5176660972759147
coram,5465,0.4913242830171716
corbe,5971,0.5368156073001888
corby,5749,0.516856963049537
cords,8631,0.775959723096287
cored,7355,0.6612424705565045
corer,7206,0.6478468039198058
cores,10483,0.942461566124247
corey,7830,0.7039467769486649
corgi,4912,0.4416074799964039
coria,5769,0.5186550391081542
corks,8660,0.778566933381282
corky,6007,0.5400521442056999
corms,8562,0.7697563606940574
corni,5276,0.47433246426323833
corno,5384,0.48404207497977164
corns,8946,0.8042794210195091
cornu,5063,0.4551829542389643
corny,6293,0.565764631843927
corps,8578,0.7711948215409512
corse,6244,0.5613593455003146
corso,5113,0.4596781443855075
cosec,5994,0.5388833947675987
cosed,6689,0.6013665378045492
coses,9817,0.8825856333722917
coset,6593,0.5927357727231862
cosey,7164,0.6440708441967096
cosie,5943,0.5342983008181246
costa,5120,0.46030747100602354
coste,5960,0.5358266654679493
costs,8391,0.7543828103928796
cotan,5231,0.47028679313134947
coted,6773,0.6089184572507417
cotes,9901,0.8901375528184842
coths,7813,0.7024184122988403
cotta,5204,0.46785939045221614
cotts,8475,0.7619347298390722
couch,4452,0.4002517306482064
coude,5669,0.5096646588150678
cough,4468,0.40169019149510027
could,5272,0.4739728490515149
count,5191,0.4666906410141149
coupe,5616,0.5048997572597321
coups,8047,0.7234559021846624
courb,4454,0.40043153825406813
courd,5217,0.4690281398903174
coure,5914,0.5316910905331296
cours,8345,0.7502472354580598
court,5121,0.46039737480895443
couta,5255,0.4724444844016902
couth,4943,0.44439449788726065
coved,6398,0.5752045311516677
coven,6106,0.5489526206958555
cover,6249,0.561808864514969
coves,9526,0.8564236267194102
covet,6302,0.5665737660703047
covey,6873,0.6179088375438281
covin,4663,0.41922143306661874
cowal,4832,0.4344151757619347
cowan,4887,0.43935988492313227
cowed,6429,0.5779915490425245
cower,6280,0.5645958824058258
cowks,7734,0.695316011867302
cowls,8005,0.7196799424615661
cowps,7652,0.6879439000269711
cowry,5297,0.4762204441247865
coxae,5738,0.5158680212172975
coxal,4694,0.4220084509574755
coxed,6291,0.5655848242380652
coxes,9419,0.8468039198058078
coxib,4085,0.36725703497257933
coyau,4366,0.39252000359615213
coyed,6371,0.5727771284725344
coyer,6222,0.5593814618358357
coyly,5294,0.47595073271599386
coypu,3711,0.3336330126764362
cozed,6300,0.5663939584644431
cozen,6008,0.5401420480086307
cozes,9428,0.8476130540321856
cozey,6775,0.6090982648566035
cozie,5554,0.4993257214780185
craal,4643,0.4174233570080014
crabs,7287,0.6551290119572057
crack,3758,0.33785849141418683
craft,4054,0.36447001708172255
crags,7467,0.6713116964847613
craic,4102,0.36878539962240403
craig,4118,0.37022386046929784
crake,5114,0.45976804818843836
crame,5016,0.4509574755012137
cramp,3644,0.32760945788006834
crams,7447,0.669513620426144
crane,5400,0.48548053582666545
crank,4138,0.37202193652791515
crans,7831,0.7040366807515958
crape,5032,0.45239593634810754
craps,7463,0.6709520812730378
crapy,4810,0.43243729209745574
crare,5330,0.479187269621505
crash,3977,0.357547424256046
crass,7560,0.6796727501573316
crate,5511,0.4954598579519914
crave,4769,0.4287512361772903
crawl,3698,0.332464263238335
craws,7173,0.6448799784230873
crays,7153,0.64308190236447
craze,4740,0.4261440258922952
crazy,4518,0.4061853816416434
creak,4072,0.3660882855344781
cream,3997,0.35934550031466334
credo,3601,0.32374359435404115
creds,7163,0.6439809403937786
creed,5887,0.5292636878539962
creek,5322,0.4784680391980581
creel,5540,0.49806706823698643
creep,5212,0.46857862087566304
crees,9015,0.8104827834217387
creme,4663,0.41922143306661874
crems,7094,0.637777577991549
crena,4207,0.3782252989301447
crepe,4679,0.42065989391351255
creps,7110,0.6392160388384429
crept,3886,0.3493661781893374
crepy,4457,0.40070124966286075
cress,7207,0.6479367077227367
crest,3983,0.3580868470736312
crewe,4389,0.394587791063562
crews,6820,0.6131439359884923
crias,7930,0.7129371572417513
cribs,7099,0.6382270970062034
crick,3570,0.3209565764631844
cried,6052,0.5440978153375888
crier,5903,0.53070214870089
cries,9180,0.8253169109053313
crime,4828,0.4340555605502113
crimp,3456,0.3107075429290659
crims,7259,0.6526117054751416
crine,5212,0.46857862087566304
crios,7553,0.6790434235368156
cripe,4844,0.4354940213971051
crips,7275,0.6540501663220354
crise,4941,0.4442146902813989
crisp,3569,0.32086667266025354
crith,4171,0.37498876202463366
crits,7754,0.6971140879259192
croak,4179,0.37570799244808056
croci,3535,0.31780994336060414
crock,3512,0.31574215589319427
crocs,7205,0.6477569001168749
croft,3808,0.34235368156073004
crogs,7221,0.6491953609637687
cromb,3310,0.2975815877011598
crome,4770,0.42884113998022116
crone,5154,0.46336420030567294
cronk,3892,0.3499056010069226
crons,7585,0.6819203452306033
crony,4932,0.44340555605502113
crook,3802,0.34181425874314486
crool,4020,0.36141328778207316
croon,4075,0.3663579969432707
crops,7217,0.6488357457520453
crore,5084,0.45707093410051247
cross,7314,0.6575564146363391
crost,4090,0.3677065539872337
croup,3397,0.30540321855614494
crout,3976,0.3574575204531152
crowd,3799,0.34154454733435224
crown,3507,0.31529263687854
crows,6927,0.6227636429020947
croze,4494,0.4040276903713027
cruck,3189,0.2867032275465252
crude,4516,0.4060055740357817
crudo,3385,0.3043243729209746
cruds,6947,0.624561718960712
crudy,4294,0.3860469297851299
cruel,5324,0.4786478468039198
crues,8799,0.7910635619886721
cruet,5575,0.5012137013395667
cruft,3485,0.31331475321406094
crumb,2987,0.2685426593544907
crump,3075,0.27645419401240673
crunk,3569,0.32086667266025354
cruor,3895,0.3501753124157152
crura,3921,0.35251281129191764
cruse,4560,0.4099613413647397
crush,3408,0.3063921603883844
crust,3767,0.3386676256405646
crusy,4338,0.3900026971140879
cruve,4200,0.3775959723096287
crwth,3395,0.3052234109502832
cryer,5069,0.4557223770565495
crypt,3217,0.2892205340285894
ctene,4346,0.3907219275375348
cubby,3978,0.3576373280589769
cubeb,4821,0.4334262339296952
cubed,5584,0.5020228355659444
cuber,5435,0.4886271689292457
cubes,8712,0.783241931133687
cubic,3446,0.30980850489975725
cubit,4045,0.36366088285534476
cuddy,4263,0.3832599118942731
cuffo,2904,0.26108064371122897
cuffs,6466,0.5813179897509665
cuifs,7335,0.6594443944978873
cuing,4081,0.3668974197608559
cuish,4034,0.3626719410231053
cuits,7999,0.719140519643981
cukes,8646,0.7773082801402499
culch,3726,0.33498156972039916
culet,6002,0.5396026251910456
culex,5346,0.4806257304683988
culls,7674,0.6899217836914502
cully,5021,0.451406994515868
culms,7305,0.6567472804099613
culpa,4050,0.3641104018699991
culti,4130,0.3713027061044682
cults,7800,0.701249662860739
culty,5147,0.46273487368515687
cumec,5065,0.45536276184482605
cumin,4025,0.3618628067967275
cundy,4835,0.43468488717072734
cunei,5670,0.5097545626179988
cunit,4673,0.4201204710959274
cunts,7914,0.7114986963948575
cupel,5266,0.4734334262339297
cupid,4170,0.37489885822170277
cuppa,3565,0.3205070574485301
cuppy,4183,0.376067607659804
curat,5101,0.4585992987503371
curbs,7494,0.6737390991638946
curch,4075,0.3663579969432707
curds,7723,0.6943270700350624
curdy,5070,0.45581228085948033
cured,6447,0.5796098174952801
curer,6298,0.5662141508585813
cures,9575,0.8608289130630226
curet,6351,0.5709790524139171
curfs,7485,0.6729299649375169
curia,4861,0.4370223860469298
curie,5701,0.5125415805088556
curio,4570,0.41086037939404835
curli,4353,0.3913512541580509
curls,8023,0.7212982109143217
curly,5370,0.48278342173873956
curns,8038,0.7226467679582846
curny,5385,0.48413197878270253
currs,7968,0.7163535017531242
curry,5315,0.477838712577542
curse,5336,0.47972669243909016
cursi,4097,0.3683358806077497
curst,4543,0.408432976714915
curve,4976,0.44736132338397916
curvy,4754,0.42740267913332736
cusec,5086,0.4572507417063742
cushy,4168,0.37471905061584104
cusks,7086,0.6370583475681021
cusps,7004,0.6296862357277713
cuspy,4351,0.39117144655218916
cusso,3539,0.3181695585723276
cusum,3219,0.28940034163445116
cutch,3493,0.31403398363750784
cuter,5716,0.5138901375528185
cutes,8993,0.8085048997572597
cutey,6340,0.5699901105816776
cutie,5119,0.4602175672030927
cutin,4130,0.3713027061044682
cutis,7550,0.6787737121280231
cutto,4005,0.36006473073811024
cutty,4914,0.4417872876022656
cutup,3268,0.2938056279780635
cuvee,6187,0.5562348287332555
cuzes,8520,0.7659804009709611
cwtch,2471,0.22215229704216488
cyano,3596,0.32329407533938687
cyans,7158,0.6435314213791243
cyber,4517,0.4060954778387126
cycad,3474,0.31232581138182147
cycas,6602,0.593544906949564
cycle,3869,0.3478378135395127
cyclo,2738,0.24615661242470557
cyder,4573,0.41113009080284096
cylix,2985,0.26836285174862895
cymae,4289,0.3855974107704756
cymar,3443,0.3095387934909647
cymas,6720,0.604153555695406
cymes,7970,0.7165333093589858
cymol,2868,0.2578441068057179
cynic,3156,0.2837364020498067
cysts,6565,0.590218466241122
cytes,8075,0.7259732086667267
cyton,3028,0.27222871527465614
czars,6850,0.6158410500764182
daals,8897,0.7998741346758967
dabba,4196,0.37723635709790526
daces,9606,0.8636159309538793
dacha,4247,0.3818214510473793
dacks,7783,0.6997212982109143
dadah,4771,0.42893104378315206
dadas,8354,0.7510563696844377
daddy,5099,0.4584194911444754
dados,7977,0.7171626359795019
daffs,7302,0.6564775690011687
daffy,4649,0.4179627798255866
dagga,4404,0.3959363481075249
daggy,5022,0.4514968983187989
dagos,7949,0.7146453294974378
dahls,7782,0.6996313944079835
daiko,4876,0.43837094309089275
daily,6056,0.5444574305493123
daine,6293,0.565764631843927
daint,5500,0.49447091611975186
dairy,6001,0.5395127213881147
daisy,5800,0.521442056999011
daker,6205,0.557853097186011
daled,6934,0.6233929695226108
dales,10062,0.9046120650903533
dalis,8619,0.7748808774611166
dalle,6079,0.5465252180167222
dally,5857,0.5265665737660703
dalts,8636,0.7764092421109413
daman,5054,0.4543738200125865
damar,5197,0.46723006383170007
dames,9724,0.8742245796997213
damme,5372,0.4829632293446013
damns,8187,0.7360424345949834
damps,7819,0.7029578351164254
dampy,5166,0.4644430459408433
dance,5828,0.5239593634810753
dancy,5606,0.5040007192304234
dandy,5671,0.5098444664209296
dangs,8275,0.7439539692528994
danio,5171,0.46489256495549763
danks,8353,0.7509664658815068
danny,5986,0.5381641643441517
dants,8750,0.7866582756450597
daraf,5293,0.475860828913063
darbs,8330,0.748898678414097
darcy,5841,0.5251281129191765
dared,7283,0.6547693967454823
darer,7134,0.6413737301087836
dares,10411,0.9359884923132249
darga,5239,0.47100602355479637
dargs,8510,0.7650813629416524
daric,5145,0.46255506607929514
daris,8968,0.8062573046839882
darks,8588,0.7720938595702598
darns,8874,0.7978063472084869
darre,6373,0.5729569360783962
darts,8985,0.8077856693338128
darzi,4544,0.4085228805178459
dashi,3987,0.35844646228535465
dashy,5004,0.4498786298660433
datal,5104,0.45886901015912973
dated,6701,0.6024453834397195
dater,6552,0.5890497168030208
dates,9829,0.883664479007462
datos,8202,0.7373909916389463
datto,4841,0.4352243099883125
datum,4139,0.372111840330846
daube,5368,0.48260361413287783
daubs,7799,0.7011597590578081
dauby,5146,0.46264496988222603
dauds,8028,0.721747729928976
dault,5104,0.45886901015912973
daunt,5119,0.4602175672030927
daurs,8273,0.7437741616470377
dauts,8454,0.7600467499775241
daven,6034,0.5424795468848332
davit,4787,0.43036950463004586
dawah,4652,0.4182324912343792
dawds,7633,0.6862357277712847
dawed,6357,0.5715184752315023
dawen,6065,0.54526656477569
dawks,7662,0.6888429380562798
dawns,7948,0.7145554256945069
dawts,8059,0.7245347478198327
dayan,4757,0.4276723905421199
daych,3927,0.3530522341095028
daynt,4666,0.4194911444754113
dazed,6228,0.5599208846534208
dazer,6079,0.5465252180167222
dazes,9356,0.8411399802211633
deads,7963,0.7159039827384699
deair,5095,0.45805987593275194
deals,8263,0.742875123617729
dealt,5039,0.45302526296862355
deans,8278,0.744223680661692
deare,5777,0.5193742695316012
dearn,4788,0.4304594084329767
dears,8208,0.7379304144565315
deary,5555,0.4994156252809494
deash,4424,0.39773442416614224
death,4806,0.4320776768857323
deave,5216,0.4689382360873865
deaws,7620,0.6850669783331835
deawy,4967,0.44655218915760136
debag,3857,0.34675896790434235
debar,4387,0.3944079834577003
debby,4180,0.3757978962510114
debel,5439,0.4889867841409692
debes,8914,0.8014024993257215
debit,4247,0.3818214510473793
debts,7488,0.6731996763463094
debud,3864,0.3473882945248584
debug,3185,0.28634361233480177
debur,3715,0.33399262788815964
debus,6992,0.6286073900926009
debut,3768,0.33875752944349546
debye,4268,0.38370943090892745
decad,4594,0.4130180706643891
decaf,3854,0.34648925649554974
decal,4247,0.3818214510473793
decan,4302,0.38676616020857685
decay,5069,0.4557223770565495
decko,3587,0.32248494111300907
decks,7149,0.6427222871527466
decor,4068,0.36572867032275463
decos,7345,0.6603434325271959
decoy,4692,0.4218286433516138
decry,4712,0.42362671941023106
dedal,4245,0.3816416434415176
deeds,7610,0.6841679403038748
deedy,4957,0.44565315112829273
deely,5257,0.4726242920075519
deems,7541,0.6779645779016452
deens,7925,0.712487638227097
deeps,7557,0.679403038748539
deere,5424,0.4876382270970062
deers,7855,0.7061943720219366
deets,8036,0.7224669603524229
deeve,4863,0.4372021936527915
deevs,7294,0.6557583385777218
defat,4284,0.38514789175582126
defer,5481,0.49276274386406543
deffo,3106,0.2792412119032635
defis,7315,0.65764631843927
defog,3324,0.29884024094219186
degas,7692,0.6915400521442057
degum,3252,0.29236716713116967
degus,7020,0.6311246965746651
deice,5279,0.47460217567203095
deids,7775,0.6990020677874674
deify,4884,0.43909017351433965
deign,4306,0.3871257754203003
deils,8075,0.7259732086667267
deism,4051,0.36420030567293
deist,4595,0.41310797446731995
deity,5548,0.49878629866043334
deked,5720,0.514249752764542
dekes,8848,0.7954688483322845
dekko,3463,0.31133686954958195
delay,5525,0.49671851119302346
deled,6300,0.5663939584644431
deles,9428,0.8476130540321856
delfs,7338,0.6597141059066799
delft,4114,0.3698642452575744
delis,7985,0.7178818664029488
dells,7876,0.7080823518834847
delly,5223,0.46956756270790256
delos,7801,0.7013395666636699
delph,3940,0.35422098354760406
delta,4731,0.4253348916659175
delts,8002,0.7194102310527736
delve,4829,0.43414546435314216
deman,4420,0.3973748089544188
demes,9090,0.8172255686415535
demic,3824,0.34379214240762385
demit,4423,0.39764452036321135
demob,3572,0.3211363840690461
demoi,3793,0.34100512451676707
demon,4043,0.36348107524948303
demos,7463,0.6709520812730378
dempt,3961,0.3561089634091522
demur,3891,0.34981569720399175
denar,5015,0.45086757169828284
denay,5639,0.506967544727142
dench,4042,0.3633911714465522
denes,9542,0.8578620875663041
denet,6318,0.5680122269171985
denim,4331,0.3893733704935719
denis,8099,0.7281308999370674
dense,5303,0.47675986694237166
dents,8116,0.729659264586892
deoxy,4605,0.41400701249662863
depot,4092,0.3678863615930954
depth,3934,0.3536815607300189
derat,5303,0.47675986694237166
deray,5874,0.5280949384158949
derby,5043,0.453384878180347
dered,6649,0.5977703856873146
deres,9777,0.878989481255057
derig,4527,0.4069945158680212
derma,4585,0.4122089364380113
derms,7856,0.7062842758248674
derns,8240,0.7408073361503191
derny,5587,0.502292546974737
deros,8150,0.7327159938865414
derro,4608,0.4142767239054212
derry,5517,0.49599928076957656
derth,4768,0.42866133237435944
dervs,7609,0.684078036500944
desex,5231,0.47028679313134947
deshi,3353,0.3014474512271869
desis,7668,0.689382360873865
desks,7288,0.6552189157601367
desse,4872,0.4380113278791693
deter,5918,0.532050705744853
detox,3688,0.3315652252090263
deuce,4898,0.44034882675537174
devas,7570,0.6805717881866403
devel,5345,0.48053582666546796
devil,3902,0.3508046390362312
devis,7377,0.6632203542209836
devon,3773,0.3392070484581498
devos,7193,0.6466780544817046
devot,3969,0.3568281938325991
dewan,4181,0.3758878000539423
dewar,4324,0.38874404387305583
dewax,3721,0.3345320507057449
dewed,5723,0.5145194641733345
dexes,8713,0.7833318349366178
dexie,4839,0.4350445023824508
dhaba,3381,0.3039647577092511
dhaks,6910,0.6212352782522701
dhals,7181,0.6455992088465342
dhikr,3445,0.3097186010968264
dhobi,2736,0.24597680481884385
dhole,4504,0.40492672840061134
dholl,3460,0.31106715814078933
dhols,6935,0.6234828733255416
dhoti,3391,0.30486379573855976
dhows,6292,0.5656747280409962
dhuti,3068,0.27582486739189066
diact,4428,0.3980940393778657
dials,8017,0.7207587880967365
diane,5601,0.5035512002157692
diary,5309,0.47729928975995684
diazo,3810,0.34253348916659176
dibbs,6587,0.592196349905601
diced,5598,0.5032814888069765
dicer,5449,0.4898858221702778
dices,8726,0.784500584374719
dicey,6073,0.5459857951991369
dicht,3414,0.30693158320596964
dicks,6903,0.620605951631754
dicky,4250,0.3820911624561719
dicot,3875,0.3483772363570979
dicta,4029,0.36222242200845095
dicts,7300,0.656297761395307
dicty,4647,0.4177829722197249
